penghasilan,usia,pekerjaan,kondisi_rumah,label
17000000,39,4,0,0
7600000,39,3,2,0
6400000,64,2,0,0
1300000,68,1,0,0
500000,64,0,1,1
7600000,59,2,2,0
1300000,67,1,2,1
1500000,31,0,0,1
4700000,36,2,0,1
9900000,42,3,1,0
800000,39,0,2,1
18700000,38,3,0,1
1300000,54,1,1,1
16100000,39,3,2,0
6300000,49,2,0,1
9800000,33,3,0,0
600000,40,0,1,1
13400000,56,3,1,0
900000,49,0,1,1
2000000,61,1,1,1
2100000,59,1,1,1
2700000,53,1,1,1
15000000,36,4,1,0
44600000,55,4,2,0
5300000,60,2,0,1
23600000,59,4,0,0
13500000,22,3,0,0
1400000,26,1,0,1
6400000,66,2,0,0
19700000,29,3,2,0
5000000,32,2,0,1
300000,66,0,1,1
41500000,46,4,0,0
1400000,25,0,1,1
6300000,37,2,1,0
40800000,44,4,2,0
2300000,45,1,1,1
47600000,34,4,2,0
1600000,45,1,0,1
1600000,38,1,1,0
400000,26,0,0,1
3000000,30,1,0,1
2500000,46,1,1,1
36500000,41,4,2,0
1200000,47,0,0,0
2000000,70,1,1,1
42900000,68,4,2,0
3900000,34,2,1,1
4600000,59,2,2,0
23400000,70,4,1,0
18600000,18,3,1,0
5600000,22,3,2,0
3600000,20,2,1,1
2200000,37,1,1,1
4200000,65,2,1,1
1500000,18,0,2,1
1500000,58,1,0,1
6000000,65,3,0,0
800000,56,1,0,1
6700000,24,2,2,0
6900000,33,2,1,1
7900000,66,3,0,0
0,36,0,2,1
5000000,62,2,0,1
11200000,23,3,2,0
8000000,67,3,2,0
2500000,44,1,2,1
6600000,38,2,0,1
40000000,23,4,1,0
16700000,62,3,0,0
41700000,58,4,1,0
7400000,47,2,1,1
45300000,34,4,1,0
19400000,34,4,1,0
6100000,56,2,2,0
1500000,37,0,0,1
1600000,38,1,1,0
12000000,52,3,0,0
1000000,32,1,2,1
7300000,32,2,2,0
17500000,45,3,0,1
2000000,61,1,0,1
14400000,47,3,2,0
7200000,52,2,1,1
4200000,36,2,1,1
24800000,37,4,0,0
24400000,29,4,0,0
2600000,65,1,2,1
600000,35,0,0,1
800000,62,1,2,1
100000,52,0,1,1
2800000,65,1,1,1
900000,47,0,1,1
900000,33,1,1,1
1200000,48,0,0,1
6300000,26,3,0,0
1000000,32,1,0,1
6300000,55,2,2,0
4900000,45,2,1,1
15900000,36,3,2,0
7500000,65,3,0,0
2900000,22,1,0,1
2900000,27,2,0,1
17000000,35,3,0,1
12200000,61,3,1,1
1600000,67,1,2,1
25100000,44,4,0,0
8800000,34,3,0,1
1700000,55,1,2,1
2200000,24,1,1,1
15300000,34,3,2,0
3000000,55,2,0,0
31500000,55,4,1,1
2900000,70,1,2,1
800000,53,0,0,1
2300000,50,1,2,1
1300000,54,1,1,1
3000000,47,2,1,1
2900000,23,1,0,1
17600000,35,3,2,0
43100000,19,4,1,0
1800000,24,1,1,1
15000000,59,4,2,0
600000,50,0,1,1
6500000,45,2,0,1
3300000,35,2,1,0
3200000,18,2,2,0
3000000,27,1,1,1
5100000,22,2,0,0
1400000,24,0,2,1
7000000,35,2,2,0
7800000,47,2,1,1
3400000,41,2,0,0
7200000,25,2,0,1
36200000,38,4,2,0
900000,63,0,1,1
17500000,26,3,1,0
1800000,52,1,2,1
1400000,61,1,0,1
2100000,19,1,1,1
14700000,41,3,2,0
8800000,48,3,0,1
13400000,23,3,1,0
2500000,63,2,0,1
8900000,21,3,1,0
1800000,56,1,2,1
1000000,60,0,2,1
2800000,62,1,1,1
200000,32,0,2,1
1500000,64,1,0,1
300000,45,0,0,1
100000,37,0,0,1
2100000,26,1,0,1
9600000,27,3,0,1
6400000,60,2,0,0
8600000,31,3,1,0
4100000,59,2,0,0
4300000,60,2,2,0
4700000,54,2,1,1
6900000,33,2,1,0
2000000,47,1,0,1
14100000,53,3,1,0
800000,70,1,2,1
100000,55,0,2,1
1500000,55,1,1,1
2700000,33,1,2,1
48700000,60,4,0,0
6000000,36,3,1,1
1200000,22,1,1,1
3600000,29,2,0,1
2400000,49,1,1,1
2300000,68,1,1,1
1100000,46,1,0,1
2900000,63,1,2,0
43500000,40,4,0,0
800000,51,0,0,1
11700000,54,3,1,0
1100000,60,1,0,1
19300000,37,3,2,0
1400000,61,0,1,1
400000,19,0,0,1
3200000,23,2,0,0
2000000,46,1,1,1
42600000,43,4,2,0
2100000,58,1,0,1
15400000,34,3,0,0
2200000,45,1,0,1
1100000,51,0,2,1
4200000,29,2,0,0
38200000,22,4,2,0
5500000,20,3,1,1
2600000,30,1,0,1
3800000,54,2,0,1
1800000,66,1,0,1
5000000,34,3,0,0
4100000,68,2,0,1
400000,17,0,1,1
2600000,37,1,0,1
400000,64,0,1,1
18200000,47,4,1,0
6200000,23,2,1,0
6100000,63,3,2,0
6600000,18,2,0,0
5200000,60,2,0,1
2900000,22,2,1,1
400000,34,0,2,1
7000000,37,2,1,0
4300000,46,2,2,0
300000,58,0,2,1
7100000,30,2,1,0
2100000,38,1,1,1
19800000,37,4,1,0
1900000,26,1,2,0
200000,70,0,0,1
1100000,68,0,0,1
19300000,52,3,1,0
4700000,59,2,1,0
17600000,35,4,2,0
600000,26,0,2,1
1100000,52,0,1,1
2600000,31,1,1,1
46800000,56,4,2,0
800000,18,0,0,1
30800000,38,4,1,1
2600000,59,1,1,1
47400000,18,4,0,0
2000000,43,1,1,1
1700000,63,1,1,1
7100000,20,3,0,1
6200000,60,3,0,0
15800000,48,3,2,0
1400000,65,1,2,1
3200000,35,2,2,0
5800000,59,2,1,1
6300000,20,2,0,1
1200000,65,1,1,1
0,48,0,2,1
2000000,51,1,2,1
7800000,59,2,1,1
17100000,44,4,0,0
1000000,53,0,1,1
15600000,35,3,0,1
1300000,68,1,2,1
14200000,22,3,1,0
2100000,54,1,1,1
8000000,36,2,2,0
1300000,21,1,2,1
5700000,29,2,1,1
48000000,69,4,0,0
1600000,29,1,0,1
48500000,21,4,0,0
17600000,46,3,2,0
6800000,53,2,2,0
13200000,57,3,1,0
1500000,45,0,2,1
2600000,20,1,1,1
2200000,45,1,0,1
29600000,21,4,2,0
1200000,46,0,2,1
17100000,45,4,2,0
2700000,47,1,2,1
1400000,23,0,1,0
500000,19,0,0,1
5800000,50,2,2,1
1700000,41,1,1,1
6300000,67,3,2,0
1000000,23,0,2,1
1600000,63,1,2,0
8800000,38,3,0,0
1900000,36,1,2,1
3300000,55,2,2,0
2500000,41,1,2,1
21500000,59,4,2,0
50000000,50,4,0,0
5700000,40,2,0,1
1400000,38,1,1,1
1200000,21,1,1,1
100000,59,0,1,1
8300000,55,3,1,0
3000000,66,1,2,0
2200000,19,1,1,1
27100000,45,4,2,0
37900000,31,4,2,0
39000000,70,4,0,0
16200000,46,3,1,0
5800000,43,2,0,1
45900000,25,4,1,1
8000000,40,2,2,0
18200000,24,3,1,0
1600000,45,1,2,1
3000000,31,2,1,0
1300000,20,0,1,1
2000000,22,1,1,1
1100000,70,1,2,1
22400000,25,4,0,1
39100000,61,4,0,0
5300000,56,2,0,0
800000,30,0,0,1
46100000,50,4,1,0
1500000,36,1,0,1
6500000,67,2,2,0
1500000,55,0,2,1
6100000,32,2,2,0
2500000,56,2,1,1
3600000,59,2,2,0
1000000,50,1,2,1
6000000,18,2,1,0
1200000,40,0,1,1
1000000,39,1,0,1
7600000,66,3,2,0
1200000,19,1,1,1
47900000,28,4,2,0
17200000,57,3,0,0
1400000,19,0,1,1
25200000,19,4,1,0
5000000,69,2,2,0
600000,35,0,1,1
1000000,34,0,0,1
5000000,64,2,1,0
4600000,28,2,1,1
2400000,34,1,0,1
1300000,55,0,0,1
1100000,22,1,1,1
2200000,55,1,2,1
16300000,39,3,1,1
2700000,44,1,1,1
17900000,21,4,2,0
2400000,68,1,2,1
400000,55,0,2,1
400000,21,0,0,1
1900000,41,1,2,1
2900000,45,1,1,1
18900000,53,4,0,0
4500000,58,2,1,1
0,64,0,0,1
6000000,24,2,1,0
16400000,30,3,2,0
3700000,24,2,0,1
3600000,62,2,1,0
49900000,37,4,2,0
900000,36,0,0,1
9400000,67,3,1,0
600000,67,0,0,1
2600000,40,2,2,1
7600000,52,2,0,1
200000,36,0,1,0
39500000,50,4,1,0
44400000,21,4,0,0
6800000,45,3,1,0
1200000,70,1,2,1
1200000,44,1,2,0
300000,50,0,0,1
1800000,62,1,0,1
4300000,22,2,1,1
4200000,25,2,2,1
3000000,49,2,2,1
8900000,27,3,2,0
13600000,70,3,2,1
200000,19,0,2,1
2800000,30,1,2,1
5700000,48,3,2,0
12700000,47,3,0,0
15300000,36,3,1,1
500000,45,0,1,1
1800000,55,1,0,1
13100000,63,3,1,0
1900000,49,1,2,1
2200000,24,1,1,1
1100000,20,1,1,0
15700000,32,3,0,0
13000000,29,3,0,0
5400000,48,2,1,1
1200000,49,0,1,0
2600000,39,1,0,1
6300000,70,2,2,0
2500000,17,1,0,1
1900000,65,1,1,1
2800000,53,2,2,1
4300000,21,2,1,1
43100000,34,4,2,0
400000,23,0,1,1
2500000,40,1,0,1
5000000,49,2,0,1
3000000,38,1,1,1
2700000,49,1,0,1
13100000,27,3,1,0
30300000,54,4,1,0
5900000,48,2,2,0
7700000,18,2,1,0
1300000,54,0,1,1
47200000,18,4,2,0
19800000,53,3,0,0
17200000,27,3,2,0
14700000,26,3,2,0
7800000,29,3,0,1
3400000,43,2,2,1
7400000,56,2,1,0
18100000,62,4,0,0
4500000,59,2,1,0
1300000,46,1,2,1
2900000,66,1,2,1
28500000,56,4,1,0
1600000,52,1,1,1
1700000,62,1,0,1
4500000,47,2,1,1
29000000,35,4,0,0
4900000,42,2,1,0
22400000,35,4,0,1
7000000,39,3,1,0
39500000,30,4,0,0
2500000,61,1,1,1
20000000,32,3,0,1
3900000,57,2,0,1
4600000,62,2,1,1
22000000,17,4,2,0
2100000,58,1,1,1
1700000,37,1,1,1
19500000,58,4,2,0
16900000,28,4,1,0
900000,70,1,1,1
1700000,19,1,0,1
7700000,38,3,1,0
18900000,50,3,1,0
2400000,46,1,1,1
1000000,27,0,2,1
3000000,28,1,0,1
30100000,53,4,2,0
2700000,57,1,1,1
4500000,22,2,1,1
1200000,47,1,1,0
800000,41,0,0,1
1800000,36,1,2,1
800000,58,0,1,1
300000,46,0,1,1
17800000,62,3,1,0
12500000,40,3,2,0
2300000,26,1,1,1
14500000,43,3,2,0
7300000,51,2,2,0
27600000,60,4,2,0
1400000,50,0,2,1
7800000,20,3,2,0
2600000,51,1,0,1
5300000,24,2,2,1
17500000,22,3,2,0
1400000,25,0,2,1
6400000,52,3,1,0
800000,42,1,1,1
26100000,54,4,0,1
3000000,21,1,2,0
1500000,19,0,1,1
21900000,66,4,2,0
15700000,40,3,1,0
4900000,22,2,2,0
3300000,58,2,1,1
5000000,50,2,0,1
800000,65,1,0,0
6800000,63,2,2,0
7700000,31,2,0,1
1600000,29,1,2,1
1300000,56,0,0,1
300000,55,0,0,1
6200000,32,3,2,1
3900000,51,2,0,1
17800000,25,4,2,0
2600000,37,1,2,1
13200000,32,3,1,0
18300000,31,3,1,0
500000,57,0,2,1
2800000,39,2,2,1
41800000,37,4,2,0
1700000,41,1,0,1
4000000,31,2,1,1
2200000,20,1,2,1
6000000,50,2,0,1
1400000,38,1,2,1
7900000,40,2,0,1
24700000,20,4,1,0
6000000,21,3,0,0
19300000,30,3,1,0
1700000,17,1,0,0
21000000,64,4,1,0
10200000,42,3,0,0
29400000,41,4,1,0
1700000,33,1,1,1
5400000,23,2,2,0
31300000,30,4,1,0
700000,64,0,0,1
6200000,54,2,2,0
1400000,38,1,0,1
27500000,48,4,2,0
13600000,33,3,1,0
17500000,46,3,0,0
1300000,25,1,2,1
2500000,58,1,0,1
18800000,69,4,2,1
1300000,25,0,2,1
8800000,17,3,0,0
900000,56,1,2,1
17300000,59,3,1,1
6000000,43,2,0,1
29000000,51,4,1,1
49500000,44,4,0,1
400000,32,0,0,1
1900000,34,1,1,1
5400000,53,2,0,0
1700000,60,1,0,1
5800000,22,3,1,1
5500000,20,2,2,1
1000000,48,1,1,1
2600000,23,1,2,0
1400000,61,1,2,1
200000,60,0,1,0
5800000,28,3,1,1
2600000,26,1,2,1
900000,27,0,2,1
34900000,60,4,2,0
22100000,67,4,2,0
7200000,39,2,0,1
1000000,38,1,2,1
15100000,66,3,1,1
2200000,48,1,0,1
5200000,28,2,2,0
3000000,66,2,2,0
3000000,21,1,0,1
7000000,67,2,2,0
4500000,40,2,0,1
2200000,40,1,1,1
500000,44,0,1,1
5100000,23,2,0,1
3000000,55,2,2,0
2500000,35,2,1,1
700000,53,0,2,1
3500000,25,2,1,1
3400000,21,2,0,1
4400000,47,2,0,1
2800000,48,1,2,1
3100000,25,2,1,1
4600000,70,2,2,0
2200000,38,1,1,1
8400000,36,3,1,0
10100000,47,3,1,0
4500000,35,2,2,0
6100000,67,2,0,1
2000000,40,1,0,0
2600000,51,1,0,1
2600000,63,2,1,0
2200000,68,1,1,1
1300000,60,0,1,1
1500000,33,1,2,1
7500000,41,2,0,1
17200000,54,3,1,0
15700000,51,3,0,0
3000000,68,1,2,0
300000,66,0,0,1
1300000,58,1,2,1
15200000,65,3,1,0
3100000,17,2,0,1
7200000,50,2,2,0
10600000,45,3,1,0
49700000,54,4,2,0
800000,47,1,0,1
300000,70,0,2,1
1800000,46,1,0,1
2300000,23,1,1,1
4500000,21,2,1,1
7900000,18,3,1,0
9200000,64,3,0,0
3500000,38,2,2,1
3900000,68,2,1,0
2800000,59,1,1,1
46400000,29,4,1,0
2500000,62,2,0,1
18200000,53,4,0,0
3600000,40,2,1,1
800000,59,0,1,1
13000000,55,3,1,0
7900000,39,3,1,0
9400000,69,3,2,0
2700000,54,1,0,1
1100000,32,1,1,1
3000000,26,1,2,1
8500000,53,3,1,0
6500000,51,2,2,0
2500000,27,1,1,1
1800000,70,1,1,1
800000,48,1,0,1
6000000,49,2,2,0
17500000,43,3,2,0
3500000,22,2,2,1
26200000,35,4,0,1
4300000,27,2,1,1
40300000,52,4,2,0
800000,66,0,2,1
2500000,69,1,0,1
5900000,30,2,1,1
48400000,65,4,0,0
1400000,33,0,1,1
1400000,24,0,0,1
45100000,61,4,1,0
15900000,27,3,2,0
1400000,68,1,0,1
4200000,55,2,2,1
12400000,35,3,2,0
6800000,69,2,0,1
36000000,20,4,1,0
3000000,25,1,0,1
1500000,65,1,2,1
2600000,57,1,1,1
5300000,21,2,2,0
19700000,42,4,2,0
14400000,46,3,1,0
200000,63,0,1,1
14100000,21,3,2,0
7700000,30,2,1,1
29500000,38,4,2,0
17400000,67,3,1,0
17400000,19,4,0,0
38500000,18,4,0,0
2200000,46,1,0,0
3700000,61,2,0,0
1300000,34,1,0,1
1000000,40,1,2,0
900000,42,1,2,1
10900000,44,3,2,0
0,30,0,1,1
10700000,50,3,2,0
1000000,69,0,0,0
6900000,25,2,1,1
3000000,63,2,0,1
1700000,25,1,1,1
21800000,58,4,2,0
6100000,17,2,2,0
4700000,63,2,0,1
2100000,56,1,2,1
1000000,23,1,0,1
14800000,39,3,1,0
1500000,34,1,2,1
6300000,55,2,2,0
16300000,59,4,1,0
18000000,29,3,2,0
6300000,67,3,0,0
700000,48,0,2,1
2500000,40,2,1,1
44100000,43,4,1,0
2300000,66,1,0,1
0,33,0,0,1
1200000,49,0,1,1
7400000,43,2,1,0
400000,34,0,0,1
3800000,68,2,0,1
6200000,57,2,2,0
900000,61,0,1,1
900000,32,1,0,0
1400000,56,0,2,1
9400000,24,3,0,0
5200000,27,3,1,0
5800000,67,2,2,0
1200000,64,1,1,1
0,38,0,1,1
800000,62,0,2,1
5400000,49,2,1,1
9200000,40,3,0,1
300000,31,0,2,1
0,32,0,0,1
3400000,28,2,0,1
15700000,31,3,1,0
31300000,34,4,0,0
100000,28,0,0,1
1200000,21,0,1,1
30900000,37,4,0,0
1100000,29,0,1,1
2700000,32,1,1,1
7400000,66,2,0,0
7300000,67,2,0,1
2600000,31,2,2,1
15400000,38,4,0,0
7900000,64,2,2,0
2400000,32,1,1,1
400000,62,0,1,1
2400000,43,1,2,0
7200000,22,2,2,0
2800000,69,1,1,1
6500000,44,3,2,0
1700000,33,1,1,0
6900000,70,2,2,0
4200000,31,2,0,0
2600000,23,1,0,1
5400000,37,2,1,1
1400000,45,1,1,1
200000,27,0,2,1
6000000,30,3,1,0
11300000,39,3,1,0
12600000,33,3,0,1
7900000,45,2,2,0
1100000,46,1,0,1
1100000,17,1,0,1
1200000,29,1,1,1
7100000,54,3,2,0
18800000,18,4,0,0
16300000,68,3,0,0
31900000,24,4,0,0
500000,53,0,1,1
5600000,18,2,1,0
1900000,30,1,0,1
3400000,19,2,2,0
2800000,35,1,1,1
5500000,20,2,0,1
2100000,29,1,2,0
4000000,57,2,2,0
7500000,62,2,1,0
39800000,39,4,2,0
4200000,28,2,0,1
800000,68,1,1,1
5800000,39,2,2,0
1100000,32,1,2,1
7700000,67,2,2,1
2600000,68,1,1,1
23800000,28,4,0,0
33300000,54,4,0,0
2600000,53,1,0,1
2300000,51,1,1,1
200000,20,0,0,1
1500000,17,0,1,0
1200000,38,1,2,1
31500000,20,4,0,1
8600000,66,3,0,0
1000000,40,1,2,0
6200000,23,2,1,1
1300000,63,1,1,1
6600000,37,2,0,1
6900000,56,2,1,0
9400000,41,3,1,0
1200000,28,1,2,1
19600000,42,3,2,1
13100000,68,3,2,0
7600000,48,3,0,1
700000,39,0,1,1
1000000,45,0,0,1
3000000,21,1,1,1
0,20,0,1,1
3500000,43,2,1,0
2500000,41,1,0,1
44500000,58,4,2,0
2900000,68,2,0,1
1600000,23,1,0,1
3500000,63,2,0,1
1000000,55,0,2,0
5700000,44,3,2,0
3500000,20,2,0,1
2100000,61,1,2,1
42600000,33,4,2,0
1100000,20,1,1,1
40100000,26,4,0,1
3000000,35,2,2,0
3700000,23,2,0,1
12400000,22,3,1,0
2000000,47,1,1,0
1000000,58,1,2,1
2000000,40,1,0,1
2200000,46,1,1,1
2600000,20,1,0,1
7400000,22,3,2,0
5100000,65,2,2,0
1200000,69,0,2,1
6800000,47,2,2,0
4400000,22,2,1,0
5800000,49,3,2,0
44200000,60,4,2,0
37900000,28,4,0,0
24800000,25,4,0,1
16100000,29,3,2,0
11600000,37,3,2,0
200000,41,0,2,1
1600000,50,1,1,0
1300000,24,0,1,1
20000000,54,3,0,0
7500000,67,3,1,0
2100000,33,1,1,1
17100000,19,3,0,0
2700000,55,1,2,1
1200000,38,0,2,1
39300000,34,4,1,1
30500000,36,4,1,0
7500000,31,3,0,1
37600000,66,4,1,0
6300000,58,2,0,1
2100000,64,1,1,1
900000,49,1,0,1
17900000,42,3,0,0
6100000,18,2,0,1
25200000,70,4,0,0
2800000,40,2,2,1
2200000,49,1,1,1
0,32,0,1,1
3600000,47,2,2,0
1300000,70,1,1,1
7300000,35,3,0,1
2600000,66,1,0,1
10700000,60,3,0,0
5700000,18,2,2,1
2800000,28,1,2,1
1600000,55,1,1,1
12000000,44,3,1,0
4100000,30,2,1,1
7700000,56,2,1,0
1100000,52,0,2,1
1700000,60,1,0,1
1600000,57,1,1,1
2800000,62,1,2,1
2400000,65,1,0,0
45700000,42,4,2,0
800000,58,1,1,0
2100000,42,1,1,1
19600000,69,3,0,0
10600000,60,3,2,0
6700000,39,2,2,0
2900000,52,1,0,1
3300000,64,2,1,0
7300000,28,2,2,0
7200000,31,3,1,0
2100000,67,1,1,1
12500000,46,3,0,0
19900000,54,3,2,1
2400000,24,1,2,1
2100000,20,1,0,1
1800000,43,1,2,0
3400000,37,2,2,1
1500000,38,0,2,0
2800000,20,1,0,1
1300000,53,1,0,1
19500000,25,4,2,0
5000000,44,2,1,1
600000,63,0,1,0
2400000,29,1,0,1
11300000,31,3,2,0
1200000,23,1,1,1
1300000,21,1,0,1
2200000,63,1,2,1
2100000,60,1,0,1
4700000,65,2,0,1
35600000,18,4,0,0
1400000,63,1,0,1
1100000,40,1,2,1
1200000,57,0,1,1
6200000,55,3,0,0
5500000,20,3,2,0
4900000,24,2,2,1
8900000,30,3,2,0
900000,43,0,2,1
4200000,56,2,2,0
7800000,23,2,2,0
900000,24,0,0,1
10100000,66,3,1,0
1900000,62,1,1,1
1500000,30,0,2,0
1500000,17,1,0,1
1500000,26,0,0,1
300000,33,0,2,1
1600000,46,1,0,1
900000,35,1,1,1
2100000,64,1,0,1
17300000,17,4,0,0
1800000,39,1,1,0
1000000,40,1,1,1
5000000,46,2,1,1
17200000,68,3,1,0
23500000,24,4,0,0
500000,23,0,1,0
7600000,53,2,2,0
14700000,66,3,1,0
8300000,47,3,1,0
5300000,19,2,0,1
800000,62,1,2,1
44500000,63,4,2,0
13600000,50,3,2,0
7400000,44,3,2,0
4700000,59,2,2,0
2500000,56,1,0,1
2400000,47,1,1,1
1500000,37,0,0,1
900000,49,1,0,1
5000000,69,2,0,1
7600000,53,2,1,1
5300000,37,2,0,0
48400000,18,4,0,0
0,69,0,0,1
12700000,49,3,2,0
16600000,38,3,1,0
26400000,46,4,1,0
17100000,62,3,2,0
3200000,23,2,2,1
1900000,70,1,2,0
2500000,50,1,1,1
500000,48,0,0,1
35900000,23,4,1,0
1100000,42,1,0,1
24700000,62,4,1,0
2700000,57,2,2,0
38000000,46,4,2,0
3300000,48,2,0,1
1300000,70,0,2,1
7400000,28,2,2,0
21500000,23,4,1,0
13200000,49,3,1,0
11300000,34,3,1,0
2200000,68,1,0,1
18100000,36,3,2,0
3000000,64,1,2,0
1400000,56,1,2,1
2900000,25,1,2,1
2400000,51,1,2,1
7900000,65,3,1,0
19600000,59,3,2,0
